timestamp,price,volume,high,low
2025-03-04 18:54:14.325651,86337.74,59591.45111,87724.13,81500.0
2025-03-04 18:54:15.495470,86344.97,59592.2427,87724.13,81500.0
2025-03-04 18:54:16.661651,86350.14,59592.42275,87724.13,81500.0
2025-03-04 18:54:17.830526,86338.0,59592.77648,87724.13,81500.0
2025-03-04 18:54:18.991027,86338.01,59591.80218,87724.13,81500.0
2025-03-04 18:54:20.157416,86324.64,59592.46263,87724.13,81500.0
2025-03-04 18:54:21.324278,86337.64,59592.16976,87724.13,81500.0
2025-03-04 18:54:22.489446,86389.31,59593.47488,87724.13,81500.0
2025-03-04 18:54:23.656616,86376.54,59593.67519,87724.13,81500.0
2025-03-04 18:54:24.825458,86378.12,59592.76145,87724.13,81500.0
2025-03-04 18:54:25.994654,86394.89,59593.53891,87724.13,81500.0
2025-03-04 18:54:27.158955,86409.91,59593.41331,87724.13,81500.0
2025-03-04 18:54:28.327329,86418.18,59593.14032,87724.13,81500.0
2025-03-04 18:54:29.494485,86424.85,59591.60377,87724.13,81500.0
2025-03-04 18:54:30.661217,86410.16,59591.33842,87724.13,81500.0
2025-03-04 18:54:31.816598,86408.44,59590.82195,87724.13,81500.0
2025-03-04 18:54:32.983570,86427.29,59590.02602,87724.13,81500.0
2025-03-04 18:54:34.153468,86443.98,59590.75155,87724.13,81500.0
2025-03-04 18:54:35.324552,86448.0,59590.89875,87724.13,81500.0
2025-03-04 18:54:36.495387,86452.93,59590.28048,87724.13,81500.0
2025-03-04 18:54:37.660441,86446.29,59590.91918,87724.13,81500.0
2025-03-04 18:54:38.829632,86439.52,59590.59146,87724.13,81500.0
2025-03-04 18:54:39.995877,86438.21,59587.6836,87724.13,81500.0
2025-03-04 18:54:41.162174,86438.21,59587.64336,87724.13,81500.0
2025-03-04 18:54:42.331690,86438.22,59584.26459,87724.13,81500.0
2025-03-04 18:54:43.485064,86452.57,59583.5853,87724.13,81500.0
2025-03-04 18:54:44.651226,86452.56,59583.15725,87724.13,81500.0
2025-03-04 18:54:45.821690,86452.56,59582.37688,87724.13,81500.0
2025-03-04 18:54:46.980872,86455.57,59582.51683,87724.13,81500.0
2025-03-04 18:54:48.147495,86440.19,59582.91488,87724.13,81500.0
2025-03-04 18:54:49.309153,86439.44,59582.88929,87724.13,81500.0
2025-03-04 18:54:50.477852,86436.45,59582.49269,87724.13,81500.0
2025-03-04 18:54:51.645357,86436.44,59581.97726,87724.13,81500.0
2025-03-04 18:54:52.811907,86409.56,59582.84333,87724.13,81500.0
2025-03-04 18:54:53.978759,86408.71,59582.99184,87724.13,81500.0
2025-03-04 18:54:55.146414,86408.7,59583.06462,87724.13,81500.0
2025-03-04 18:54:56.313063,86402.98,59578.0742,87724.13,81500.0
2025-03-04 18:54:57.482711,86387.4,59576.41188,87724.13,81500.0
2025-03-04 18:54:58.648774,86387.4,59573.67243,87724.13,81500.0
2025-03-04 18:54:59.820379,86370.59,59573.96201,87724.13,81500.0
2025-03-04 18:55:00.984477,86379.99,59570.19788,87724.13,81500.0
2025-03-04 18:55:02.149934,86376.03,59569.42603,87724.13,81500.0
2025-03-04 18:55:03.315702,86386.75,59565.66572,87724.13,81500.0
2025-03-04 18:55:04.484117,86409.47,59566.88287,87724.13,81500.0
2025-03-04 18:55:05.645652,86418.39,59565.91839,87724.13,81500.0
2025-03-04 18:55:06.810823,86423.56,59565.0496,87724.13,81500.0
2025-03-04 18:55:07.977964,86443.96,59564.42922,87724.13,81500.0
2025-03-04 18:55:09.142574,86443.96,59563.64393,87724.13,81500.0
2025-03-04 18:55:10.310128,86447.38,59563.1173,87724.13,81500.0
2025-03-04 18:55:11.471780,86435.98,59563.04312,87724.13,81500.0
2025-03-04 18:55:12.637018,86442.19,59561.02049,87724.13,81500.0
2025-03-04 18:55:13.799172,86444.98,59559.2224,87724.13,81500.0
2025-03-04 18:55:14.963784,86432.09,59558.85726,87724.13,81500.0
2025-03-04 18:55:16.132310,86458.16,59558.23097,87724.13,81500.0
2025-03-04 18:55:17.300179,86458.32,59557.31335,87724.13,81500.0
2025-03-04 18:55:18.467579,86452.78,59557.25693,87724.13,81500.0
2025-03-04 18:55:19.632534,86444.13,59556.15884,87724.13,81500.0
2025-03-04 18:55:20.803672,86443.7,59555.85019,87724.13,81500.0
2025-03-04 18:55:21.981881,86435.36,59556.32494,87724.13,81500.0
2025-03-04 18:55:23.142204,86435.36,59553.15866,87724.13,81500.0
2025-03-04 18:55:24.306204,86433.4,59500.46754,87724.13,81500.0
2025-03-04 18:55:25.461160,86415.34,59499.57954,87724.13,81500.0
2025-03-04 18:55:26.627012,86413.82,59499.30147,87724.13,81500.0
2025-03-04 18:55:27.792586,86436.5,59500.13899,87724.13,81500.0
2025-03-04 18:55:28.961365,86435.33,59499.3837,87724.13,81500.0
2025-03-04 18:55:30.127386,86462.82,59501.83384,87724.13,81500.0
2025-03-04 18:55:31.292279,86451.1,59450.39058,87724.13,81500.0
2025-03-04 18:55:32.463410,86462.91,59451.47788,87724.13,81500.0
2025-03-04 18:55:33.635604,86462.27,59450.85283,87724.13,81500.0
2025-03-04 18:55:34.803976,86457.69,59450.67977,87724.13,81500.0
2025-03-04 18:55:35.970220,86450.48,59450.05699,87724.13,81500.0
2025-03-04 18:55:37.136246,86481.79,59454.76685,87724.13,81500.0
2025-03-04 18:55:38.300227,86471.26,59454.12545,87724.13,81500.0
2025-03-04 18:55:39.455677,86467.32,59452.97054,87724.13,81500.0
2025-03-04 18:55:40.622171,86467.32,59452.98358,87724.13,81500.0
2025-03-04 18:55:41.799177,86468.34,59454.40156,87724.13,81500.0
2025-03-04 18:55:42.965560,86463.16,59454.4479,87724.13,81500.0
2025-03-04 18:55:44.129169,86468.33,59454.42662,87724.13,81500.0
2025-03-04 18:55:45.303547,86476.97,59452.55554,87724.13,81500.0
2025-03-04 18:55:46.471996,86476.97,59450.5429,87724.13,81500.0
2025-03-04 18:55:47.642798,86476.97,59449.94845,87724.13,81500.0
2025-03-04 18:55:48.811946,86476.97,59449.50726,87724.13,81500.0
2025-03-04 18:55:49.979177,86471.27,59449.52268,87724.13,81500.0
2025-03-04 18:55:51.145352,86474.11,59446.47356,87724.13,81500.0
2025-03-04 18:55:52.309215,86492.8,59422.60188,87724.13,81500.0
2025-03-04 18:55:53.476472,86499.97,59423.41987,87724.13,81500.0
2025-03-04 18:55:54.646436,86500.0,59426.5562,87724.13,81500.0
2025-03-04 18:55:55.815840,86500.0,59426.03692,87724.13,81500.0
2025-03-04 18:55:56.982269,86500.0,59425.25959,87724.13,81500.0
2025-03-04 18:55:58.174389,86500.0,59425.35738,87724.13,81500.0
2025-03-04 18:55:59.343301,86500.0,59419.02714,87724.13,81500.0
2025-03-04 18:56:00.513565,86500.0,59424.31595,87724.13,81500.0
2025-03-04 18:56:01.681713,86495.56,59425.17041,87724.13,81500.0
2025-03-04 18:56:02.837495,86500.0,59425.43871,87724.13,81500.0
2025-03-04 18:56:04.009496,86542.08,59441.64364,87724.13,81500.0
2025-03-04 18:56:05.178254,86522.64,59440.82822,87724.13,81500.0
2025-03-04 18:56:06.349491,86500.01,59441.01113,87724.13,81500.0
2025-03-04 18:56:07.520955,86538.24,59443.81714,87724.13,81500.0
2025-03-04 18:56:08.696194,86549.09,59440.8306,87724.13,81500.0
2025-03-04 18:56:09.865036,86549.1,59437.1248,87724.13,81500.0
2025-03-04 18:56:11.031232,86551.0,59435.94108,87724.13,81500.0
2025-03-04 18:56:12.195473,86552.41,59420.67045,87724.13,81500.0
2025-03-04 18:56:13.361283,86553.84,59416.48401,87724.13,81500.0
2025-03-04 18:56:14.530745,86555.43,59414.94867,87724.13,81500.0
2025-03-04 18:56:15.701098,86544.47,59416.97624,87724.13,81500.0
2025-03-04 18:56:16.868929,86580.0,59476.40512,87724.13,81500.0
2025-03-04 18:56:18.041839,86600.0,59479.77623,87724.13,81500.0
2025-03-04 18:56:19.215043,86615.37,59482.5203,87724.13,81500.0
2025-03-04 18:56:20.384859,86633.12,59492.35003,87724.13,81500.0
2025-03-04 18:56:21.552450,86619.08,59442.9147,87724.13,81500.0
2025-03-04 18:56:22.720292,86619.08,59439.45575,87724.13,81500.0
2025-03-04 18:56:23.890138,86611.96,59439.70146,87724.13,81500.0
2025-03-04 18:56:25.058269,86630.22,59439.87685,87724.13,81500.0
2025-03-04 18:56:26.214309,86636.83,59437.69458,87724.13,81500.0
2025-03-04 18:56:27.386108,86621.92,59436.84812,87724.13,81500.0
2025-03-04 18:56:28.553056,86616.04,59433.32995,87724.13,81500.0
2025-03-04 18:56:29.725058,86621.99,59433.19847,87724.13,81500.0
2025-03-04 18:56:30.894513,86626.63,59423.69658,87724.13,81500.0
2025-03-04 18:56:32.069674,86626.63,59411.08349,87724.13,81500.0
2025-03-04 18:56:33.237493,86636.83,59409.87068,87724.13,81500.0
2025-03-04 18:56:34.403075,86651.78,59410.16804,87724.13,81500.0
2025-03-04 18:56:35.576026,86665.82,59411.6668,87724.13,81500.0
2025-03-04 18:56:36.746635,86675.3,59413.70049,87724.13,81500.0
2025-03-04 18:56:37.905325,86687.5,59413.05469,87724.13,81500.0
2025-03-04 18:56:39.074189,86699.99,59414.7924,87724.13,81500.0
2025-03-04 18:56:40.243177,86716.66,59415.91426,87724.13,81500.0
2025-03-04 18:56:41.410050,86722.18,59414.87905,87724.13,81500.0
2025-03-04 18:56:42.579349,86714.04,59410.7383,87724.13,81500.0
2025-03-04 18:56:43.735446,86718.88,59412.24863,87724.13,81500.0
2025-03-04 18:56:44.905005,86715.94,59414.43133,87724.13,81500.0
2025-03-04 18:56:46.073334,86715.94,59411.84391,87724.13,81500.0
2025-03-04 18:56:47.245462,86721.66,59406.78829,87724.13,81500.0
2025-03-04 18:56:48.417077,86708.18,59407.52228,87724.13,81500.0
2025-03-04 18:56:49.585490,86716.31,59407.16676,87724.13,81500.0
2025-03-04 18:56:50.751043,86752.25,59413.36011,87724.13,81500.0
2025-03-04 18:56:51.919237,86785.7,59414.71526,87724.13,81500.0
2025-03-04 18:56:53.087071,86782.96,59414.5992,87724.13,81500.0
2025-03-04 18:56:54.254614,86782.96,59413.53809,87724.13,81500.0
2025-03-04 18:56:55.425346,86787.99,59412.47364,87724.13,81500.0
2025-03-04 18:56:56.588829,86789.77,59414.16619,87724.13,81500.0
2025-03-04 18:56:57.760824,86789.77,59414.20206,87724.13,81500.0
2025-03-04 18:56:58.927798,86803.77,59417.76279,87724.13,81500.0
2025-03-04 18:57:00.097691,86792.84,59420.04879,87724.13,81500.0
2025-03-04 18:57:01.263040,86775.13,59417.40913,87724.13,81500.0
2025-03-04 18:57:02.432928,86773.58,59414.99337,87724.13,81500.0
2025-03-04 18:57:03.603157,86753.73,59415.71454,87724.13,81500.0
2025-03-04 18:57:04.772235,86743.59,59415.01345,87724.13,81500.0
2025-03-04 18:57:05.937389,86742.44,59418.51489,87724.13,81500.0
2025-03-04 18:57:07.107358,86742.53,59416.47671,87724.13,81500.0
2025-03-04 18:57:08.265662,86724.7,59416.42535,87724.13,81500.0
2025-03-04 18:57:09.435887,86672.56,59432.65696,87724.13,81500.0
2025-03-04 18:57:10.635420,86662.64,59433.05098,87724.13,81500.0
2025-03-04 18:57:11.791332,86660.66,59432.76957,87724.13,81500.0
2025-03-04 18:57:12.957123,86672.13,59432.231,87724.13,81500.0
2025-03-04 18:57:14.127059,86683.04,59432.52148,87724.13,81500.0
2025-03-04 18:57:15.298535,86682.04,59429.69862,87724.13,81500.0
2025-03-04 18:57:16.470240,86720.09,59430.54167,87724.13,81500.0
2025-03-04 18:57:17.642195,86721.94,59431.78731,87724.13,81500.0
2025-03-04 18:57:18.811434,86766.1,59432.71995,87724.13,81500.0
2025-03-04 18:57:19.983789,86803.51,59447.1666,87724.13,81500.0
2025-03-04 18:57:21.149792,86834.38,59447.27813,87724.13,81500.0
2025-03-04 18:57:22.319852,86821.81,59447.44275,87724.13,81500.0
2025-03-04 18:57:23.487190,86825.51,59447.55074,87724.13,81500.0
2025-03-04 18:57:24.654529,86838.99,59448.98927,87724.13,81500.0
2025-03-04 18:57:25.819032,86834.04,59449.65069,87724.13,81500.0
2025-03-04 18:57:26.984170,86827.88,59449.03011,87724.13,81500.0
2025-03-04 18:57:28.154029,86809.33,59464.71799,87724.13,81500.0
2025-03-04 18:57:29.322273,86834.7,59468.92999,87724.13,81500.0
2025-03-04 18:57:30.497511,86848.76,59470.88674,87724.13,81500.0
2025-03-04 18:57:31.666726,86849.04,59470.38462,87724.13,81500.0
2025-03-04 18:57:32.835355,86813.27,59485.07765,87724.13,81500.0
2025-03-04 18:57:34.001024,86812.1,59486.49068,87724.13,81500.0
2025-03-04 18:57:35.177121,86808.74,59484.39679,87724.13,81500.0
2025-03-04 18:57:36.344245,86800.01,59481.02991,87724.13,81500.0
2025-03-04 18:57:37.499610,86817.35,59481.81787,87724.13,81500.0
2025-03-04 18:57:38.663941,86853.32,59482.87684,87724.13,81500.0
2025-03-04 18:57:39.829597,86853.32,59482.33164,87724.13,81500.0
2025-03-04 18:57:41.000818,86853.32,59481.82341,87724.13,81500.0
2025-03-04 18:57:42.163525,86838.77,59482.27151,87724.13,81500.0
2025-03-04 18:57:43.327965,86852.42,59482.64575,87724.13,81500.0
2025-03-04 18:57:44.500746,86842.0,59483.66115,87724.13,81500.0
2025-03-04 18:57:45.668163,86841.99,59483.4426,87724.13,81500.0
2025-03-04 18:57:46.837932,86854.95,59484.05554,87724.13,81500.0
2025-03-04 18:57:48.003795,86859.62,59486.81411,87724.13,81500.0
2025-03-04 18:57:49.169531,86859.62,59486.78013,87724.13,81500.0
2025-03-04 18:57:50.336017,86859.62,59486.85309,87724.13,81500.0
2025-03-04 18:57:51.508020,86862.92,59486.58956,87724.13,81500.0
2025-03-04 18:57:52.665051,86889.94,59504.9774,87724.13,81500.0
2025-03-04 18:57:53.835030,86894.81,59505.0815,87724.13,81500.0
2025-03-04 18:57:55.004763,86900.0,59504.65717,87724.13,81500.0
2025-03-04 18:57:56.173597,86900.0,59504.60246,87724.13,81500.0
2025-03-04 18:57:57.339938,86891.04,59505.39396,87724.13,81500.0
2025-03-04 18:57:58.514073,86899.99,59505.7114,87724.13,81500.0
2025-03-04 18:57:59.679639,86894.34,59504.89887,87724.13,81500.0
2025-03-04 18:58:00.843994,86871.28,59503.45907,87724.13,81500.0
2025-03-04 18:58:02.015221,86884.0,59504.93185,87724.13,81500.0
2025-03-04 18:58:03.186966,86868.66,59504.74734,87724.13,81500.0
2025-03-04 18:58:04.356411,86884.64,59504.34118,87724.13,81500.0
2025-03-04 18:58:05.525246,86889.36,59503.58799,87724.13,81500.0
2025-03-04 18:58:06.687029,86905.21,59501.30799,87724.13,81500.0
2025-03-04 18:58:07.860406,86907.23,59502.89983,87724.13,81500.0
2025-03-04 18:58:09.029265,86907.23,59502.65275,87724.13,81500.0
2025-03-04 18:58:10.196160,86912.76,59501.02813,87724.13,81500.0
2025-03-04 18:58:11.363669,86912.75,59500.88839,87724.13,81500.0
2025-03-04 18:58:12.530467,86901.11,59500.60579,87724.13,81500.0
2025-03-04 18:58:13.711057,86875.07,59499.07325,87724.13,81500.0
2025-03-04 18:58:14.882596,86863.22,59500.13669,87724.13,81500.0
2025-03-04 18:58:16.049317,86855.45,59500.23599,87724.13,81500.0
2025-03-04 18:58:17.219395,86833.22,59501.28491,87724.13,81500.0
2025-03-04 18:58:18.383750,86827.4,59501.22199,87724.13,81500.0
2025-03-04 18:58:19.555045,86828.7,59500.69424,87724.13,81500.0
2025-03-04 18:58:20.722100,86818.31,59498.32645,87724.13,81500.0
2025-03-04 18:58:21.886796,86823.31,59499.72209,87724.13,81500.0
2025-03-04 18:58:23.054746,86815.84,59502.03661,87724.13,81500.0
2025-03-04 18:58:24.223662,86837.19,59502.56086,87724.13,81500.0
2025-03-04 18:58:25.397552,86867.97,59507.38649,87724.13,81500.0
2025-03-04 18:58:26.564598,86864.59,59506.73343,87724.13,81500.0
2025-03-04 18:58:27.734342,86843.98,59505.95571,87724.13,81500.0
2025-03-04 18:58:28.909131,86818.36,59508.37593,87724.13,81500.0
2025-03-04 18:58:30.078158,86842.65,59508.85878,87724.13,81500.0
2025-03-04 18:58:31.249957,86844.44,59507.93238,87724.13,81500.0
2025-03-04 18:58:32.423715,86836.92,59506.84427,87724.13,81500.0
2025-03-04 18:58:33.583336,86829.98,59506.54816,87724.13,81500.0
2025-03-04 18:58:34.751788,86825.95,59506.07879,87724.13,81500.0
2025-03-04 18:58:35.920537,86835.44,59512.50319,87724.13,81500.0
2025-03-04 18:58:37.089779,86849.26,59513.34951,87724.13,81500.0
2025-03-04 18:58:38.258166,86837.64,59510.99761,87724.13,81500.0
2025-03-04 18:58:39.415711,86849.2,59509.18372,87724.13,81500.0
2025-03-04 18:58:40.584327,86849.19,59508.1283,87724.13,81500.0
2025-03-04 18:58:41.747746,86849.2,59507.20547,87724.13,81500.0
2025-03-04 18:58:42.919344,86849.18,59507.23359,87724.13,81500.0
2025-03-04 18:58:44.520097,86841.46,59500.01836,87724.13,81500.0
2025-03-04 18:58:45.687795,86841.47,59499.82657,87724.13,81500.0
2025-03-04 18:58:46.856891,86839.12,59500.58672,87724.13,81500.0
2025-03-04 18:58:48.027364,86864.02,59499.21456,87724.13,81500.0
2025-03-04 18:58:49.192965,86873.33,59498.55046,87724.13,81500.0
2025-03-04 18:58:50.361179,86873.32,59498.15365,87724.13,81500.0
2025-03-04 18:58:51.525470,86845.29,59497.86322,87724.13,81500.0
2025-03-04 18:58:52.693860,86829.05,59498.13251,87724.13,81500.0
2025-03-04 18:58:53.861126,86841.46,59498.71826,87724.13,81500.0
2025-03-04 18:58:55.031849,86869.66,59498.98757,87724.13,81500.0
2025-03-04 18:58:56.199518,86869.65,59497.15274,87724.13,81500.0
2025-03-04 18:58:57.373704,86856.03,59497.08959,87724.13,81500.0
2025-03-04 18:58:58.539989,86836.85,59496.68713,87724.13,81500.0
2025-03-04 18:58:59.710707,86826.14,59497.39956,87724.13,81500.0
2025-03-04 18:59:00.870386,86823.44,59501.56072,87724.13,81500.0
2025-03-04 18:59:02.040513,86851.07,59504.33028,87724.13,81500.0
2025-03-04 18:59:03.209900,86846.06,59504.58068,87724.13,81500.0
2025-03-04 18:59:04.379715,86850.51,59503.03696,87724.13,81500.0
2025-03-04 18:59:05.549459,86846.57,59504.16482,87724.13,81500.0
2025-03-04 18:59:06.714523,86842.26,59501.23409,87724.13,81500.0
2025-03-04 18:59:07.885541,86847.94,59500.92692,87724.13,81500.0
2025-03-04 18:59:09.057483,86846.44,59500.78211,87724.13,81500.0
2025-03-04 18:59:10.225281,86831.56,59500.94892,87724.13,81500.0
2025-03-04 18:59:11.394816,86820.11,59500.92219,87724.13,81500.0
2025-03-04 18:59:12.567612,86821.11,59500.43788,87724.13,81500.0
2025-03-04 18:59:13.732691,86821.31,59500.25644,87724.13,81500.0
2025-03-04 18:59:14.899904,86811.42,59500.35312,87724.13,81500.0
2025-03-04 18:59:16.066801,86847.74,59500.54751,87724.13,81500.0
2025-03-04 18:59:17.238369,86843.61,59500.41035,87724.13,81500.0
2025-03-04 18:59:18.410946,86888.02,59501.15135,87724.13,81500.0
2025-03-04 18:59:19.577580,86885.38,59502.20031,87724.13,81500.0
2025-03-04 18:59:20.743419,86899.82,59500.49256,87724.13,81500.0
2025-03-04 18:59:21.910690,86898.95,59504.54846,87724.13,81500.0
2025-03-04 18:59:23.082214,86918.23,59506.65506,87724.13,81500.0
2025-03-04 18:59:24.246081,86908.55,59506.62999,87724.13,81500.0
2025-03-04 18:59:25.403572,86908.54,59502.22547,87724.13,81500.0
2025-03-04 18:59:26.571718,86901.51,59501.54102,87724.13,81500.0
2025-03-04 18:59:27.731076,86901.52,59501.29124,87724.13,81500.0
2025-03-04 18:59:28.904131,86901.51,59501.03359,87724.13,81500.0
2025-03-04 18:59:30.074085,86901.51,59500.96339,87724.13,81500.0
2025-03-04 18:59:31.243665,86901.52,59500.70254,87724.13,81500.0
2025-03-04 18:59:32.412202,86924.0,59500.96305,87724.13,81500.0
2025-03-04 18:59:33.579133,86909.38,59501.27725,87724.13,81500.0
2025-03-04 18:59:34.746125,86909.38,59501.20515,87724.13,81500.0
2025-03-04 18:59:35.915140,86901.52,59500.41756,87724.13,81500.0
2025-03-04 18:59:37.081002,86874.73,59500.53546,87724.13,81500.0
2025-03-04 18:59:38.250130,86845.95,59498.74159,87724.13,81500.0
2025-03-04 18:59:39.415226,86850.8,59500.26227,87724.13,81500.0
2025-03-04 18:59:40.574364,86845.95,59500.54402,87724.13,81500.0
2025-03-04 18:59:41.745086,86852.22,59500.23586,87724.13,81500.0
2025-03-04 18:59:42.917341,86847.25,59499.75197,87724.13,81500.0
2025-03-04 18:59:44.091005,86830.66,59499.70515,87724.13,81500.0
2025-03-04 18:59:45.260241,86802.0,59499.65256,87724.13,81500.0
2025-03-04 18:59:46.429616,86784.42,59501.08285,87724.13,81500.0
2025-03-04 18:59:47.598263,86802.38,59502.70068,87724.13,81500.0
2025-03-04 18:59:48.766159,86802.38,59502.33503,87724.13,81500.0
2025-03-04 18:59:49.936720,86790.46,59502.08468,87724.13,81500.0
2025-03-04 18:59:51.103016,86798.09,59502.27384,87724.13,81500.0
2025-03-04 18:59:52.260273,86814.95,59503.03736,87724.13,81500.0
2025-03-04 18:59:53.429717,86811.46,59501.72915,87724.13,81500.0
2025-03-04 18:59:54.603484,86822.53,59501.75988,87724.13,81500.0
2025-03-04 18:59:55.766510,86822.84,59501.75136,87724.13,81500.0
2025-03-04 18:59:56.939488,86807.74,59500.76057,87724.13,81500.0
2025-03-04 18:59:58.106590,86804.35,59503.10697,87724.13,81500.0
2025-03-04 18:59:59.275054,86798.53,59492.51872,87724.13,81500.0
2025-03-04 19:00:00.448983,86763.4,59497.69171,87724.13,81500.0
2025-03-04 19:00:01.617699,86762.53,59495.75775,87724.13,81500.0
2025-03-04 19:00:02.786722,86776.55,59495.69749,87724.13,81500.0
2025-03-04 19:00:03.955829,86761.54,59491.39462,87724.13,81500.0
2025-03-04 19:00:05.128663,86784.77,59486.91327,87724.13,81500.0
2025-03-04 19:00:06.287003,86808.38,59485.31015,87724.13,81500.0
2025-03-04 19:00:07.460552,86798.69,59483.75838,87724.13,81500.0
